hr,holiday,workingday,humidity_percentage,windspeed,temperature_celsius,feels_like_temperature_celsius,bike_riders,date,day,month,dayofweek,datetimestamp,fall,spring,summer,winter,clear,heavy_rain_snow,light_rain_snow,mist_cloudy,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
10,0,1,0.47,0,1.4,1.0016,45,2011-01-06 00:00:00,6,1,3,2011-01-06 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,1,0.44,6,2.34,1.0016,59,2011-01-06 00:00:00,6,1,3,2011-01-06 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,1,0.35,0,4.22,3.0014,84,2011-01-06 00:00:00,6,1,3,2011-01-06 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,1,0.35,7,4.22,1.9982,67,2011-01-06 00:00:00,6,1,3,2011-01-06 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,1,0.36,11,5.16,1.9982,70,2011-01-06 00:00:00,6,1,3,2011-01-06 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,1,0.36,0,5.16,1.9982,62,2011-01-06 00:00:00,6,1,3,2011-01-06 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,1,0.38,11,4.22,1.0016,86,2011-01-06 00:00:00,6,1,3,2011-01-06 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,1,0.51,11,2.34,-0.9982,172,2011-01-06 00:00:00,6,1,3,2011-01-06 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0,1,0.51,9,2.34,-0.9982,163,2011-01-06 00:00:00,6,1,3,2011-01-06 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,0,1,0.55,6,2.34,1.0016,112,2011-01-06 00:00:00,6,1,3,2011-01-06 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,1,0.51,11,1.4,-2.0014,69,2011-01-06 00:00:00,6,1,3,2011-01-06 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,1,0.55,15,2.34,-2.0014,48,2011-01-06 00:00:00,6,1,3,2011-01-06 21:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,0,1,0.51,19,2.34,-2.0014,52,2011-01-06 00:00:00,6,1,3,2011-01-06 22:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,0,1,0.59,13,1.4,-2.998,23,2011-01-06 00:00:00,6,1,3,2011-01-06 23:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0.64,13,1.4,-2.998,17,2011-01-07 00:00:00,7,1,4,2011-01-07 00:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0.69,15,1.4,-2.998,7,2011-01-07 00:00:00,7,1,4,2011-01-07 01:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1,0.69,15,1.4,-2.998,1,2011-01-07 00:00:00,7,1,4,2011-01-07 02:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1,0.69,9,1.4,-2.0014,1,2011-01-07 00:00:00,7,1,4,2011-01-07 04:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,1,0.55,0,2.34,1.9982,5,2011-01-07 00:00:00,7,1,4,2011-01-07 05:00:00,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,1,0.69,0,1.4,1.0016,34,2011-01-07 00:00:00,7,1,4,2011-01-07 06:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,1,0.69,9,1.4,-2.0014,84,2011-01-07 00:00:00,7,1,4,2011-01-07 07:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,1,0.51,17,1.4,-2.998,210,2011-01-07 00:00:00,7,1,4,2011-01-07 08:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,1,0.47,20,1.4,-4.0012,134,2011-01-07 00:00:00,7,1,4,2011-01-07 09:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,1,0.37,22,2.34,-2.998,63,2011-01-07 00:00:00,7,1,4,2011-01-07 10:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,1,0.4,15,1.4,-2.998,67,2011-01-07 00:00:00,7,1,4,2011-01-07 11:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,1,0.37,17,1.4,-2.998,59,2011-01-07 00:00:00,7,1,4,2011-01-07 12:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,1,0.37,19,1.4,-4.0012,73,2011-01-07 00:00:00,7,1,4,2011-01-07 13:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,1,0.4,17,1.4,-2.998,50,2011-01-07 00:00:00,7,1,4,2011-01-07 14:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,1,0.37,11,1.4,-2.0014,72,2011-01-07 00:00:00,7,1,4,2011-01-07 15:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,1,0.37,11,1.4,-2.0014,87,2011-01-07 00:00:00,7,1,4,2011-01-07 16:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,1,0.37,0,1.4,1.0016,187,2011-01-07 00:00:00,7,1,4,2011-01-07 17:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0,1,0.4,6,1.4,-0.9982,123,2011-01-07 00:00:00,7,1,4,2011-01-07 18:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,0,1,0.55,6,-0.48,-2.998,95,2011-01-07 00:00:00,7,1,4,2011-01-07 19:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,1,0.47,7,0.46,-2.0014,51,2011-01-07 00:00:00,7,1,4,2011-01-07 20:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,1,0.47,9,0.46,-2.998,39,2011-01-07 00:00:00,7,1,4,2011-01-07 21:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,0,1,0.43,11,0.46,-2.998,36,2011-01-07 00:00:00,7,1,4,2011-01-07 22:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,0,1,0.51,11,0.46,-2.998,15,2011-01-07 00:00:00,7,1,4,2011-01-07 23:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0.51,11,0.46,-2.998,25,2011-01-08 00:00:00,8,1,5,2011-01-08 00:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0.55,6,0.46,-2.0014,16,2011-01-08 00:00:00,8,1,5,2011-01-08 01:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0.55,0,0.46,-0.0016,16,2011-01-08 00:00:00,8,1,5,2011-01-08 02:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0.55,11,0.46,-2.998,7,2011-01-08 00:00:00,8,1,5,2011-01-08 03:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,0,0.55,11,0.46,-2.998,1,2011-01-08 00:00:00,8,1,5,2011-01-08 04:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,0,0.74,11,-0.48,-4.9978,5,2011-01-08 00:00:00,8,1,5,2011-01-08 05:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,0,0.74,11,-0.48,-4.9978,2,2011-01-08 00:00:00,8,1,5,2011-01-08 06:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0.74,7,-0.48,-4.0012,9,2011-01-08 00:00:00,8,1,5,2011-01-08 07:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0.93,7,-0.48,-4.0012,15,2011-01-08 00:00:00,8,1,5,2011-01-08 08:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,0,0.93,7,-0.48,-4.0012,20,2011-01-08 00:00:00,8,1,5,2011-01-08 09:00:00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,0,0.8,11,0.46,-2.998,61,2011-01-08 00:00:00,8,1,5,2011-01-08 10:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,0,0.69,26,1.4,-4.0012,62,2011-01-08 00:00:00,8,1,5,2011-01-08 11:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,0,0.59,24,1.4,-4.0012,98,2011-01-08 00:00:00,8,1,5,2011-01-08 12:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,0,0.44,22,1.4,-4.0012,102,2011-01-08 00:00:00,8,1,5,2011-01-08 13:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,0,0.32,33,1.4,-4.9978,95,2011-01-08 00:00:00,8,1,5,2011-01-08 14:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,0,0.32,30,1.4,-4.9978,74,2011-01-08 00:00:00,8,1,5,2011-01-08 15:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,0,0.29,30,0.46,-6.9976,76,2011-01-08 00:00:00,8,1,5,2011-01-08 16:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,0,0.37,37,-0.48,-8.0008,69,2011-01-08 00:00:00,8,1,5,2011-01-08 17:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0,0,0.39,20,-1.42,-8.0008,55,2011-01-08 00:00:00,8,1,5,2011-01-08 18:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,0,0,0.36,17,-1.42,-8.0008,30,2011-01-08 00:00:00,8,1,5,2011-01-08 19:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,0,0.36,17,-2.36,-8.0008,28,2011-01-08 00:00:00,8,1,5,2011-01-08 20:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0.39,24,-2.36,-8.9974,37,2011-01-08 00:00:00,8,1,5,2011-01-08 21:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,0,0,0.36,26,-2.36,-8.9974,34,2011-01-08 00:00:00,8,1,5,2011-01-08 22:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,0,0,0.39,30,-3.3,-12.0004,22,2011-01-08 00:00:00,8,1,5,2011-01-08 23:00:00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0.42,26,-3.3,-10.9972,25,2011-01-09 00:00:00,9,1,6,2011-01-09 00:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0.42,31,-3.3,-12.0004,12,2011-01-09 00:00:00,9,1,6,2011-01-09 01:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0.46,31,-3.3,-12.0004,11,2011-01-09 00:00:00,9,1,6,2011-01-09 02:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0.46,28,-3.3,-10.9972,4,2011-01-09 00:00:00,9,1,6,2011-01-09 03:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,0,0.53,13,-4.24,-10.0006,1,2011-01-09 00:00:00,9,1,6,2011-01-09 04:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,0,0.53,13,-4.24,-10.0006,1,2011-01-09 00:00:00,9,1,6,2011-01-09 05:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,0,0.49,19,-3.3,-10.0006,1,2011-01-09 00:00:00,9,1,6,2011-01-09 06:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0.53,13,-4.24,-10.0006,6,2011-01-09 00:00:00,9,1,6,2011-01-09 07:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0.49,19,-3.3,-10.0006,10,2011-01-09 00:00:00,9,1,6,2011-01-09 08:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,0,0.46,35,-2.36,-10.9972,19,2011-01-09 00:00:00,9,1,6,2011-01-09 09:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,0,0.43,26,-1.42,-8.9974,49,2011-01-09 00:00:00,9,1,6,2011-01-09 10:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,0,0.4,35,-0.48,-8.0008,49,2011-01-09 00:00:00,9,1,6,2011-01-09 11:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,0,0.37,30,0.46,-6.9976,83,2011-01-09 00:00:00,9,1,6,2011-01-09 12:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,0,0.34,30,1.4,-4.9978,75,2011-01-09 00:00:00,9,1,6,2011-01-09 13:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,0,0.32,31,2.34,-4.0012,72,2011-01-09 00:00:00,9,1,6,2011-01-09 14:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,0,0.35,24,2.34,-2.998,82,2011-01-09 00:00:00,9,1,6,2011-01-09 15:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,0,0.34,30,1.4,-4.9978,92,2011-01-09 00:00:00,9,1,6,2011-01-09 16:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,0,0.37,26,0.46,-6.001,62,2011-01-09 00:00:00,9,1,6,2011-01-09 17:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0,0,0.4,22,-0.48,-6.9976,48,2011-01-09 00:00:00,9,1,6,2011-01-09 18:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,0,0,0.43,22,-0.48,-6.9976,41,2011-01-09 00:00:00,9,1,6,2011-01-09 19:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,0,0.46,17,-1.42,-8.0008,38,2011-01-09 00:00:00,9,1,6,2011-01-09 20:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0.46,28,-1.42,-8.9974,20,2011-01-09 00:00:00,9,1,6,2011-01-09 21:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,0,0,0.46,20,-1.42,-8.0008,15,2011-01-09 00:00:00,9,1,6,2011-01-09 22:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,0,0,0.5,13,-2.36,-6.9976,6,2011-01-09 00:00:00,9,1,6,2011-01-09 23:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0.5,19,-2.36,-8.0008,5,2011-01-10 00:00:00,10,1,0,2011-01-10 00:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0.5,19,-2.36,-8.0008,1,2011-01-10 00:00:00,10,1,0,2011-01-10 01:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1,0.5,15,-2.36,-8.0008,3,2011-01-10 00:00:00,10,1,0,2011-01-10 02:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,1,0.5,15,-2.36,-8.0008,1,2011-01-10 00:00:00,10,1,0,2011-01-10 03:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1,0.54,9,-3.3,-8.0008,3,2011-01-10 00:00:00,10,1,0,2011-01-10 04:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,1,0.54,17,-3.3,-8.9974,3,2011-01-10 00:00:00,10,1,0,2011-01-10 05:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,1,0.5,19,-2.36,-8.0008,31,2011-01-10 00:00:00,10,1,0,2011-01-10 06:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,1,0.5,15,-2.36,-8.0008,77,2011-01-10 00:00:00,10,1,0,2011-01-10 07:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,1,0.5,19,-2.36,-8.0008,188,2011-01-10 00:00:00,10,1,0,2011-01-10 08:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,1,0.5,17,-1.42,-8.0008,94,2011-01-10 00:00:00,10,1,0,2011-01-10 09:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,1,0.5,20,-1.42,-8.0008,31,2011-01-10 00:00:00,10,1,0,2011-01-10 10:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,1,0.47,19,-0.48,-6.9976,30,2011-01-10 00:00:00,10,1,0,2011-01-10 11:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,1,0.4,19,1.4,-4.0012,52,2011-01-10 00:00:00,10,1,0,2011-01-10 12:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,1,0.4,19,1.4,-4.0012,54,2011-01-10 00:00:00,10,1,0,2011-01-10 13:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,1,0.4,15,1.4,-2.998,47,2011-01-10 00:00:00,10,1,0,2011-01-10 14:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,1,0.4,15,1.4,-2.998,45,2011-01-10 00:00:00,10,1,0,2011-01-10 15:00:00,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,1,0.4,9,1.4,-2.0014,74,2011-01-10 00:00:00,10,1,0,2011-01-10 16:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,1,0.4,7,1.4,-0.9982,178,2011-01-10 00:00:00,10,1,0,2011-01-10 17:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0,1,0.4,15,1.4,-2.998,155,2011-01-10 00:00:00,10,1,0,2011-01-10 18:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,0,1,0.47,11,-0.48,-4.9978,95,2011-01-10 00:00:00,10,1,0,2011-01-10 19:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,1,0.5,11,-0.48,-4.9978,74,2011-01-10 00:00:00,10,1,0,2011-01-10 20:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,1,0.59,13,-1.42,-6.9976,38,2011-01-10 00:00:00,10,1,0,2011-01-10 21:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,0,1,0.59,11,-1.42,-6.001,24,2011-01-10 00:00:00,10,1,0,2011-01-10 22:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,0,1,0.59,11,-1.42,-6.001,18,2011-01-10 00:00:00,10,1,0,2011-01-10 23:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0.59,7,-1.42,-4.9978,12,2011-01-11 00:00:00,11,1,1,2011-01-11 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0.59,11,-1.42,-6.001,3,2011-01-11 00:00:00,11,1,1,2011-01-11 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1,0.55,13,-0.48,-6.001,3,2011-01-11 00:00:00,11,1,1,2011-01-11 02:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,1,0.55,9,-0.48,-4.0012,6,2011-01-11 00:00:00,11,1,1,2011-01-11 05:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,1,0.55,9,-0.48,-4.0012,27,2011-01-11 00:00:00,11,1,1,2011-01-11 06:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,1,0.55,0,-0.48,-0.9982,99,2011-01-11 00:00:00,11,1,1,2011-01-11 07:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,1,0.51,6,0.46,-2.0014,217,2011-01-11 00:00:00,11,1,1,2011-01-11 08:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,1,0.51,11,0.46,-2.998,130,2011-01-11 00:00:00,11,1,1,2011-01-11 09:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,1,0.51,11,1.4,-2.0014,54,2011-01-11 00:00:00,11,1,1,2011-01-11 10:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,1,0.47,9,1.4,-2.0014,35,2011-01-11 00:00:00,11,1,1,2011-01-11 11:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,1,0.51,7,1.4,-0.9982,57,2011-01-11 00:00:00,11,1,1,2011-01-11 12:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,1,0.59,6,1.4,-0.9982,52,2011-01-11 00:00:00,11,1,1,2011-01-11 13:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,1,0.59,6,1.4,-0.9982,63,2011-01-11 00:00:00,11,1,1,2011-01-11 14:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,1,0.8,6,-0.48,-2.998,47,2011-01-11 00:00:00,11,1,1,2011-01-11 15:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,1,0.86,15,-0.48,-6.001,76,2011-01-11 00:00:00,11,1,1,2011-01-11 16:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,1,0.86,15,-0.48,-6.001,136,2011-01-11 00:00:00,11,1,1,2011-01-11 17:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
